"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_1378" "C14orf150" NA
"ILMN_137805" "AURKB" "9212"
"ILMN_137806" "PKLR" "5313"
"ILMN_13781" "BCL7B" "9275"
"ILMN_137810" "UBA52" "7311"
"ILMN_137811" "FLJ45909" NA
"ILMN_137812" "SLC25A29" "123096"
"ILMN_137813" "CLIC5" "53405"
"ILMN_13782" "CXorf21" "80231"
"ILMN_137821" "ATP6V0A4" "50617"
"ILMN_137827" "CHM" "1121"
"ILMN_137828" "HPSE2" "60495"
"ILMN_137831" "PAX8" "7849"
"ILMN_137840" "YIF1B" "90522"
"ILMN_137841" "GSN" "2934"
"ILMN_137842" "MTHFR" "4524"
"ILMN_13785" "UTX" NA
"ILMN_137851" "EFEMP2" "30008"
"ILMN_137856" "PDXP" "57026"
"ILMN_137859" "PAP2" NA
"ILMN_13786" "LRRC51" NA
"ILMN_137863" "DIO1" "1733"
"ILMN_137864" "RPL34" "6164"
"ILMN_137865" "GPR115" NA
"ILMN_137874" "ATP6V0A4" "50617"
"ILMN_137876" "RPL34" "6164"
"ILMN_137877" "GPR111" NA
"ILMN_13788" "SCARF2" "91179"
"ILMN_137886" "HIF3A" "64344"
"ILMN_137889" "BTN3A1" "11119"
"ILMN_13789" "LGALS14" "56891"
"ILMN_137890" "C19orf36" NA
"ILMN_137891" "MSX1" "4487"
"ILMN_1379" "SCDR10" NA
"ILMN_13790" "SRP46" NA
"ILMN_137901" "MRPL30" "51263"
"ILMN_137902" "C14orf54" NA
"ILMN_137903" "MGC23909" NA
"ILMN_137904" "HOXB5" "3215"
"ILMN_137905" "GPX3" "2878"
"ILMN_13791" "ARMCX2" "9823"
"ILMN_137915" "MRPL30" "51263"
"ILMN_137926" "SEC14L1" "6397"
"ILMN_137927" "CARD6" "84674"
"ILMN_13793" "GYS2" "2998"
"ILMN_137937" "C8orf35" NA
"ILMN_13794" "NPAL3" NA
"ILMN_137945" "AKAP2" "11217"
"ILMN_13795" "DENND2C" "163259"
"ILMN_137958" "C20orf7" NA
"ILMN_137967" "RANBP2L1" NA
"ILMN_137968" "AGPAT7" NA
"ILMN_137969" "FAM33A" NA
"ILMN_137971" "PVRL1" NA
"ILMN_137974" "KCNC4" "3749"
"ILMN_137977" "ST6GALNAC4" "27090"
"ILMN_137978" "NEDD9" "4739"
"ILMN_13798" "ASB7" "140460"
"ILMN_137980" "C20orf7" NA
"ILMN_137981" "CD8B1" NA
"ILMN_137985" "GCNT2" "2651"
"ILMN_137989" "NPC1" "4864"
"ILMN_137991" "EEF1A1" "1915"
"ILMN_138005" "MT1E" "4493"
"ILMN_138006" "HOM-TES-103" NA
"ILMN_138008" "HAND2" "9464"
"ILMN_138009" "NUP50" "10762"
"ILMN_138010" "TH" "7054"
"ILMN_138011" "LRRC24" "441381"
"ILMN_138012" "APOL6" "80830"
"ILMN_138017" "C6orf188" NA
"ILMN_138018" "BDH" NA
"ILMN_138024" "SIL1" "64374"
"ILMN_138026" "GAGE1" "2543"
"ILMN_138027" "SHOX2" "6474"
"ILMN_138028" "TSRC1" NA
"ILMN_138033" "MLLT4" NA
"ILMN_138034" "CCL4" "6351"
"ILMN_138036" "RPL36" "25873"
"ILMN_138038" "TSRC1" NA
"ILMN_138039" "NAT5" NA
"ILMN_138040" "CD151" "977"
"ILMN_138046" "RENT1" NA
"ILMN_138048" "STRN4" "29888"
"ILMN_138049" "SNN" "8303"
"ILMN_138050" "C1orf38" NA
"ILMN_138056" "MGC3207" NA
"ILMN_138057" "PAPOLB" "56903"
"ILMN_138058" "DEDD" "9191"
"ILMN_138062" "NSUN5C" NA
"ILMN_138063" "TRPV5" "56302"
"ILMN_138065" "PPA1" "5464"
"ILMN_138068" "SEPT5" "5413"
"ILMN_13807" "MLSTD1" NA
"ILMN_138070" "C1QB" "713"
"ILMN_138073" "PELI2" "57161"
"ILMN_138077" "POMC" "5443"
"ILMN_138079" "ALKBH" NA
"ILMN_138088" "ATP6V0A1" "535"
"ILMN_138089" "SIGLEC6" "946"
"ILMN_13809" "ZNF434" NA
"ILMN_138090" "EIF3S4" NA
"ILMN_138096" "FSD1NL" NA
"ILMN_1381" "SULT1A2" "6799"
"ILMN_138103" "CTLA4" "1493"
"ILMN_13811" "TGFB3" "7043"
"ILMN_138111" "TIRAP" "114609"
"ILMN_138116" "PRRT1" "80863"
"ILMN_138117" "EXOSC1" "51013"
"ILMN_138123" "PPY" "5539"
"ILMN_138124" "HOXA3" "3200"
"ILMN_138128" "VTN" "7448"
"ILMN_13813" "OR13G1" "441933"
"ILMN_138132" "TEK" "7010"
"ILMN_138136" "EIF3S5" NA
"ILMN_138137" "HOXB8" "3218"
"ILMN_138138" "GSDMDC1" NA
"ILMN_138139" "ATP5F1" "515"
"ILMN_13814" "C14orf35" NA
"ILMN_138140" "CCNB3" "85417"
"ILMN_138142" "F2RL3" "9002"
"ILMN_138148" "CTSF" "8722"
"ILMN_138150" "HNRPA1" NA
"ILMN_138153" "ATP12A" "479"
"ILMN_138156" "RSAD2" "91543"
"ILMN_138157" "EIF3S2" NA
"ILMN_138163" "DPP10" "57628"
"ILMN_138168" "RFXDC2" NA
"ILMN_13817" "TAF7L" "54457"
"ILMN_138170" "LOC283174" NA
"ILMN_138176" "C1QA" "712"
"ILMN_138180" "VWF" "7450"
"ILMN_138185" "SH3MD2" NA
"ILMN_13819" "OR1I1" "126370"
"ILMN_138196" "EIF2B5" "8893"
"ILMN_1382" "TTYH2" "94015"
"ILMN_13820" "C22orf19" NA
"ILMN_138201" "ACOX1" "51"
"ILMN_138202" "CCDC19" NA
"ILMN_138203" "TCL6" "27004"
"ILMN_138204" "KIAA0664" NA
"ILMN_138207" "GABRB3" "2562"
"ILMN_13821" "WDR26" "80232"
"ILMN_138212" "HOXA7" "3204"
"ILMN_138213" "CDC42SE1" "56882"
"ILMN_138215" "NDUFS6" "4726"
"ILMN_138217" "RBAF600" NA
"ILMN_138219" "LGR7" NA
"ILMN_13822" "FLJ36046" NA
"ILMN_138222" "DMAP1" "55929"
"ILMN_138223" "C9orf50" "375759"
"ILMN_138224" "BCDO2" NA
"ILMN_138225" "PHEX" "5251"
"ILMN_13823" "FOXJ1" "2302"
"ILMN_138237" "HOXC11" "3227"
"ILMN_138238" "HRIHFB2122" NA
"ILMN_138239" "KLF16" "83855"
"ILMN_138240" "SPRR1B" "6699"
"ILMN_138241" "CENTG2" NA
"ILMN_138248" "LGALS1" "3956"
"ILMN_138249" "CDC14B" "8555"
"ILMN_138252" "SNRPF" "6636"
"ILMN_138253" "TCL6" "27004"
"ILMN_138254" "C9orf100" NA
"ILMN_13826" "OR11H1" "81061"
"ILMN_138261" "RNF36" NA
"ILMN_138264" "PARD6A" "50855"
"ILMN_138267" "ITGB2" "3689"
"ILMN_138269" "EPB41L4A" "64097"
"ILMN_13827" "RAB18" "22931"
"ILMN_138270" "AMFR" "267"
"ILMN_138271" "FLJ90757" NA
"ILMN_13828" "TIPRL" "261726"
"ILMN_138281" "EIF5B" "9669"
"ILMN_13829" "BCKDK" "10295"
"ILMN_138294" "KREMEN1" "83999"
"ILMN_138295" "KRTAP6-3" "337968"
"ILMN_138296" "DPP3" "10072"
"ILMN_138299" "DGUOK" "1716"
"ILMN_13830" "VPS36" "51028"
"ILMN_138303" "KIF3A" "11127"
"ILMN_138307" "SMOC1" "64093"
"ILMN_13831" "GTDC1" "79712"
"ILMN_138313" "ARL4D" "379"
"ILMN_138315" "GOLGA3" "2802"
"ILMN_138318" "KIAA1906" NA
"ILMN_138319" "FKRP" "79147"
"ILMN_13832" "FAM48A" NA
"ILMN_138322" "PHLDA1" "22822"
"ILMN_138328" "NARF" "26502"
"ILMN_138329" "ELOF1" "84337"
"ILMN_13833" "WFDC13" "164237"
"ILMN_138334" "GADD45B" "4616"
"ILMN_13834" "TMEPAI" NA
"ILMN_138348" "ACSBG2" "81616"
"ILMN_13835" "SULT1A2" "6799"
"ILMN_138350" "PDCL" "5082"
"ILMN_138358" "CNOT2" "4848"
"ILMN_138363" "COL6A1" "1291"
"ILMN_138365" "AHR" "196"
"ILMN_138367" "PPP1R9B" "84687"
"ILMN_138368" "EEF1B2" "1933"
"ILMN_13837" "FUCA2" "2519"
"ILMN_138372" "CDC42" "998"
"ILMN_138374" "FOXD1" "2297"
"ILMN_138379" "CAPN5" "726"
"ILMN_13838" "THSD3" NA
"ILMN_138383" "COMMD4" "54939"
"ILMN_13839" "MIPOL1" "145282"
"ILMN_138390" "UHRF2" "115426"
"ILMN_138392" "RPL37" "6167"
"ILMN_1384" "FLJ37562" NA
"ILMN_138400" "DNAI2" "64446"
"ILMN_138408" "ST14" "6768"
"ILMN_13841" "NOL5A" NA
"ILMN_138411" "MGC42630" NA
"ILMN_138412" "C10orf85" NA
"ILMN_138414" "COL4A3" "1285"
"ILMN_138415" "ESM1" "11082"
"ILMN_138416" "HOXD10" "3236"
"ILMN_138417" "HOXA11" "3207"
"ILMN_13842" "BNIP3L" "665"
"ILMN_138426" "CYLC2" "1539"
"ILMN_138427" "EIF2S3" "1968"
"ILMN_138428" "DSCR5" NA
"ILMN_13843" "TRPC6" "7225"
"ILMN_138430" "ALMS1" "7840"
"ILMN_138432" "ABCC11" "85320"
"ILMN_138434" "MSH5" "4439"
"ILMN_138435" "CEP1" NA
"ILMN_138439" "NFASC" "23114"
"ILMN_13844" "WNT6" "7475"
"ILMN_138440" "SHOX" "6473"
"ILMN_138441" "DSCR5" NA
"ILMN_138442" "BTN3A1" "11119"
"ILMN_138444" "SDFR1" NA
"ILMN_138448" "VMAC" "400673"
"ILMN_13845" "RIMBP2" "23504"
"ILMN_138451" "FAM91A1" "157769"
"ILMN_138454" "GRPEL2" "134266"
"ILMN_138455" "XKR6" "286046"
"ILMN_13846" "IL3" "3562"
"ILMN_13847" "ANGPT4" "51378"
"ILMN_138470" "NFASC" "23114"
"ILMN_138471" "NUP50" "10762"
"ILMN_138472" "NOLA1" NA
"ILMN_138473" "HRIHFB2122" NA
"ILMN_138474" "FLJ10945" NA
"ILMN_138475" "TOMM40L" "84134"
"ILMN_13848" "LAMC1" "3915"
"ILMN_138485" "NFASC" "23114"
"ILMN_138486" "AGPAT3" "56894"
"ILMN_13849" "TXNDC" NA
"ILMN_138491" "RAD52B" NA
"ILMN_138498" "GRLF1" NA
"ILMN_1385" "RAB5C" "5878"
"ILMN_13850" "SLC34A2" "10568"
"ILMN_138506" "DAPK1" "1612"
"ILMN_138507" "UQCRH" "7388"
"ILMN_138508" "HOXA4" "3201"
"ILMN_138509" "MAP2K6" "5608"
"ILMN_13851" "CMIP" "80790"
"ILMN_138518" "ZNF501" "115560"
"ILMN_138519" "METTL7A" "25840"
"ILMN_13852" "KCNJ5" "3762"
"ILMN_138520" "MPZ" "4359"
"ILMN_138521" "TMEM50B" "757"
"ILMN_138531" "GLI2" "2736"
"ILMN_138534" "ELMO1" "9844"
"ILMN_13854" "LRP16" NA
"ILMN_138544" "GALT" "2592"
"ILMN_138545" "MYOD1" "4654"
"ILMN_138549" "B3GNT1" NA
"ILMN_13855" "bA16L21.2.1" NA
"ILMN_138553" "HOXB1" "3211"
"ILMN_138554" "FLJ46247" NA
"ILMN_138558" "ABCC11" "85320"
"ILMN_13856" "KPTN" "11133"
"ILMN_138561" "PDGFD" "80310"
"ILMN_138563" "BTF3" "689"
"ILMN_138564" "DPM2" "8818"
"ILMN_138565" "HOXB4" "3214"
"ILMN_138567" "SAP30" "8819"
"ILMN_13857" "UNQ689" NA
"ILMN_138570" "HOXA9" "3205"
"ILMN_138576" "KIAA1128" NA
"ILMN_138577" "CPVL" "54504"
"ILMN_138578" "LOC92017" NA
"ILMN_138579" "FLJ90036" NA
"ILMN_138584" "GLMN" "11146"
"ILMN_138585" "KRTHB4" NA
"ILMN_138589" "BDH" NA
"ILMN_13859" "FZD4" "8322"
"ILMN_138590" "CKLFSF4" NA
"ILMN_138591" "SLITL2" NA
"ILMN_138594" "PDE4B" "5142"
"ILMN_138596" "MGC4399" NA
"ILMN_138597" "LOC205251" NA
"ILMN_138598" "FLJ37078" NA
"ILMN_1386" "CASP8" "841"
"ILMN_13860" "LCN1" "3933"
"ILMN_138604" "MTMR1" "8776"
"ILMN_138605" "LONRF1" "91694"
"ILMN_138606" "CNOT7" "29883"
"ILMN_13861" "ZNF703" "80139"
"ILMN_138613" "RPL35" "11224"
"ILMN_138615" "PLCD1" "5333"
"ILMN_13862" "MOCS1" "4337"
"ILMN_138620" "F10" "2159"
"ILMN_138621" "LOC388969" NA
"ILMN_138632" "EIF3S1" NA
"ILMN_138633" "ITGAM" "3684"
"ILMN_138634" "AGPS" "8540"
"ILMN_138635" "RPLP2" "6181"
"ILMN_138636" "CFTR" "1080"
"ILMN_13864" "RGS13" "6003"
"ILMN_138640" "SLC26A11" "284129"
"ILMN_138641" "CD8B1" NA
"ILMN_138647" "HIF3A" "64344"
"ILMN_138654" "NUMBL" "9253"
"ILMN_138655" "BDH" NA
"ILMN_138656" "LOC116143" NA
"ILMN_138659" "SNX13" "23161"
"ILMN_13866" "KLHL1" "57626"
"ILMN_138660" "MGC39662" NA
"ILMN_138662" "EFEMP1" "2202"
"ILMN_138664" "HIF3A" "64344"
"ILMN_138667" "ACPL2" NA
"ILMN_138668" "KLKB1" "3818"
"ILMN_13867" "PBEF1" NA
"ILMN_138674" "SH3BP4" "23677"
"ILMN_138676" "CDH9" "1007"
"ILMN_138677" "C2orf18" NA
"ILMN_138678" "SORBS1" "10580"
"ILMN_138684" "C20orf28" NA
"ILMN_138686" "BMP2" "650"
"ILMN_138687" "CHRNA4" "1137"
"ILMN_138693" "COL21A1" "81578"
"ILMN_138696" "DCP1A" "55802"
"ILMN_1387" "STAMBPL1" "57559"
"ILMN_13870" "CCDC38" "120935"
"ILMN_138702" "THRB" "7068"
"ILMN_138706" "PRKCABP" NA
"ILMN_138708" "ZCCHC14" "23174"
"ILMN_138709" "DEPDC4" "120863"
"ILMN_13871" "MAN2A1" "4124"
"ILMN_138711" "FLJ23049" NA
"ILMN_138712" "HSPA14" "51182"
"ILMN_138718" "ANKRD23" "200539"
"ILMN_138719" "ARHGAP26" "23092"
"ILMN_13872" "PPP1R13B" "23368"
"ILMN_138720" "DNCL2A" NA
"ILMN_138725" "C17orf44" NA
"ILMN_138726" "C16orf3" NA
"ILMN_138728" "DNCL2A" NA
"ILMN_138729" "ETFA" "2108"
"ILMN_13873" "LTK" "4058"
"ILMN_138735" "KCNA3" "3738"
"ILMN_138738" "NPM1" "4869"
"ILMN_13874" "CDK5R2" "8941"
"ILMN_138740" "KPNA1" "3836"
"ILMN_138741" "B3GALT3" NA
"ILMN_138742" "MMP16" "4325"
"ILMN_138744" "ZNF571" "51276"
"ILMN_138745" "DNAH10" "196385"
"ILMN_138752" "C18orf24" NA
"ILMN_138754" "CD8B1" NA
"ILMN_138755" "HIST2H2BF" "440689"
"ILMN_138759" "CSEN" NA
"ILMN_13876" "DGKZ" "8525"
"ILMN_138760" "DLX1" "1745"
"ILMN_138762" "CDC42SE2" "56990"
"ILMN_13877" "TMPRSS2" "7113"
"ILMN_138771" "MAP3K2" "10746"
"ILMN_138779" "ALPK3" "57538"
"ILMN_13878" "RAB27A" "5873"
"ILMN_138780" "EXOSC9" "5393"
"ILMN_138781" "DGCR6" "8214"
"ILMN_138785" "CDKN2C" "1031"
"ILMN_138786" "GPR20" "2843"
"ILMN_138787" "C18orf8" "29919"
"ILMN_13879" "KIAA1026" NA
"ILMN_138798" "PRPF4B" "8899"
"ILMN_1388" "FAM101B" NA
"ILMN_13880" "LGICZ1" NA
"ILMN_138801" "CTAGE1" "64693"
"ILMN_138802" "TUBGCP2" "10844"
"ILMN_13881" "ARNT2" "9915"
"ILMN_138811" "VPS26B" "112936"
"ILMN_138818" "HOXA10" "3206"
"ILMN_13882" "FGB" "2244"
"ILMN_138821" "ZNF137" NA
"ILMN_138825" "PPA2" "27068"
"ILMN_138826" "CRYZL1" "9946"
"ILMN_138827" "CDCA7" "83879"
"ILMN_138828" "GPAA1" "8733"
"ILMN_13883" "MOXD1" "26002"
"ILMN_138832" "SLC7A11" "23657"
"ILMN_138835" "RPL14" "9045"
"ILMN_138836" "CASQ1" "844"
"ILMN_138839" "CD79B" "974"
"ILMN_13884" "DIRAS3" "9077"
"ILMN_138841" "RABGAP1L" "9910"
"ILMN_138842" "C3orf35" "339883"
"ILMN_138843" "C1orf173" NA
"ILMN_138844" "ZPBP2" "124626"
"ILMN_138850" "MANBA" "4126"
"ILMN_138852" "RPRC1" NA
"ILMN_138853" "TMEM103" NA
"ILMN_138854" "PITPNM2" "57605"
"ILMN_138858" "WDRPUH" NA
"ILMN_13886" "MAGI1" "9223"
"ILMN_138861" "PADI6" "353238"
"ILMN_138867" "C14orf126" NA
"ILMN_138871" "OR2L2" "26246"
"ILMN_138872" "TNKS" "8658"
"ILMN_138873" "PHYH" "5264"
"ILMN_138878" "C3orf35" "339883"
"ILMN_138879" "KIAA1794" NA
"ILMN_13888" "KCNG4" "93107"
"ILMN_138887" "NR2C2" "7182"
"ILMN_138889" "HOXA10" "3206"
"ILMN_13889" "FLJ25976" NA
"ILMN_138890" "ATP6V0A4" "50617"
"ILMN_138892" "QP-C" NA
"ILMN_138893" "C16orf52" "730094"
"ILMN_138894" "SCML1" "6322"
"ILMN_138896" "ATP6V1B1" "525"
"ILMN_138898" "HOXB6" "3216"
"ILMN_13890" "NYX" "60506"
"ILMN_138902" "ZNF80" "7634"
"ILMN_138903" "KENAE" NA
"ILMN_138904" "HOXA13" "3209"
"ILMN_13891" "KIF23" "9493"
"ILMN_138911" "PKLR" "5313"
"ILMN_138913" "FHL2" "2274"
"ILMN_138914" "CXorf45" NA
"ILMN_138916" "ARG99" NA
"ILMN_138917" "GALC" "2581"
"ILMN_13892" "XRCC6" "2547"
"ILMN_138923" "C15orf20" NA
"ILMN_138924" "TRIM59" "286827"
"ILMN_138925" "BMP8A" "353500"
"ILMN_138926" "PQLC3" "130814"
"ILMN_138936" "HIATL2" NA
"ILMN_138938" "ATP6V1E1" "529"
"ILMN_138944" "ATP6V1G1" "9550"
"ILMN_138945" "SEC6L1" NA
"ILMN_138946" "C1orf187" NA
"ILMN_138949" "PSCA" "8000"
"ILMN_13895" "ZNF528" "84436"
"ILMN_138952" "ACOX1" "51"
"ILMN_138954" "TGDS" "23483"
"ILMN_138955" "MARK2" "2011"
"ILMN_138958" "HOXB13" "10481"
"ILMN_138959" "ZNF236" "7776"
"ILMN_13896" "KCNA6" "3742"
"ILMN_138960" "RAB4B" "53916"
"ILMN_138961" "PGPEP1" "54858"
"ILMN_138964" "GCNT2" "2651"
"ILMN_138968" "SDCCAG33" NA
"ILMN_138969" "EIF3S7" NA
"ILMN_13897" "SERF1A" "8293"
"ILMN_138970" "MYL6" "4637"
"ILMN_138971" "UFD1L" "7353"
"ILMN_138972" "B3GALT3" NA
"ILMN_138978" "EFEMP1" "2202"
"ILMN_13898" "SEC24B" "10427"
"ILMN_138980" "ADAM8" "101"
"ILMN_138981" "PLA2G4E" "123745"
"ILMN_138982" "KIAA1271" NA
"ILMN_138983" "C21orf100" NA
"ILMN_138988" "SLC25A37" "51312"
"ILMN_138989" "DNAJC5B" "85479"
"ILMN_13899" "NOL10" "79954"
"ILMN_138990" "ACOT9" "23597"
"ILMN_138991" "FLJ11795" NA
"ILMN_138992" "ATHL1" NA
"ILMN_138993" "EDG1" NA
"ILMN_138999" "K5B" NA
"ILMN_1390" "TLR4" "7099"
"ILMN_13900" "RNF113A" "7737"
"ILMN_139001" "IL1RL1" "9173"
"ILMN_139004" "REV1L" NA
"ILMN_13901" "ATP5J2" "9551"
"ILMN_139013" "PPA2" "27068"
"ILMN_139014" "ZAK" "51776"
"ILMN_139018" "TAF9L" NA
"ILMN_13902" "COPS7A" "50813"
"ILMN_139021" "DNAJC16" "23341"
"ILMN_139030" "C8orf55" NA
"ILMN_139031" "KIAA1219" NA
"ILMN_139033" "NBLA10383" NA
"ILMN_139034" "KCNJ10" "3766"
"ILMN_139036" "COL5A1" "1289"
"ILMN_13904" "CUEDC1" "404093"
"ILMN_13905" "TRIM52" "84851"
"ILMN_139050" "WBSCR23" NA
"ILMN_139051" "PFDN2" "5202"
"ILMN_139052" "EIF4A2" "1974"
"ILMN_139055" "MEOX2" "4223"
"ILMN_139056" "LKAP" NA
"ILMN_139058" "AGTRL1" NA
"ILMN_13906" "PSMD2" "5708"
"ILMN_139061" "PARD6B" "84612"
"ILMN_139063" "SNX6" "58533"
"ILMN_139064" "TLX2" "3196"
"ILMN_139066" "SLC25A15" "10166"
"ILMN_13907" "METTL3" "56339"
"ILMN_139072" "ETAA16" NA
"ILMN_139073" "C1QR1" NA
"ILMN_139074" "OPRS1" NA
"ILMN_139078" "DDX3X" "1654"
"ILMN_13909" "LRRC1" "55227"
"ILMN_139091" "FLJ25169" NA
"ILMN_13910" "AMBP" "259"
"ILMN_139103" "HLXB9" NA
"ILMN_139104" "RPL24" "6152"
"ILMN_139105" "KLHL23" "151230"
"ILMN_13911" "TEKT4" "150483"
"ILMN_139111" "NALP10" NA
"ILMN_139112" "PCBD1" "5092"
"ILMN_139117" "CYB5-M" NA
"ILMN_139124" "FAM44A" NA
"ILMN_139125" "CD79B" "974"
"ILMN_139127" "EDG6" NA
"ILMN_139130" "CORO7" "79585"
"ILMN_13914" "COL20A1" "57642"
"ILMN_139140" "PF4V1" "5197"
"ILMN_139141" "CCND1" "595"
"ILMN_139145" "ALOX15B" "247"
"ILMN_13915" "HIST3H2BB" "128312"
"ILMN_139153" "ALAS2" "212"
"ILMN_139155" "ARHGDIG" "398"
"ILMN_139156" "FLJ41603" NA
"ILMN_139157" "DOCK5" "80005"
"ILMN_139158" "ATP6AP1" "537"
"ILMN_139159" "LOC284361" NA
"ILMN_13916" "PELI3" "246330"
"ILMN_139166" "RPL27A" "6157"
"ILMN_139167" "PRMT5" "10419"
"ILMN_139173" "CRX" "1406"
"ILMN_139177" "MGAT4B" "11282"
"ILMN_13918" "PPM1A" "5494"
"ILMN_139184" "PFDN1" "5201"
"ILMN_139185" "COQ2" "27235"
"ILMN_139187" "ELMO3" "79767"
"ILMN_139189" "PCGF5" "84333"
"ILMN_139190" "VMD2" NA
"ILMN_139194" "ICAM4" "3386"
"ILMN_139195" "TAS2R38" "5726"
"ILMN_139197" "BRRN1" NA
"ILMN_139198" "MMP16" "4325"
"ILMN_1392" "SEH1L" "81929"
"ILMN_139201" "CAPZB" "832"
"ILMN_139202" "DCDC2" "51473"
"ILMN_139203" "ZNF384" "171017"
"ILMN_139205" "TEDDM1" "127670"
"ILMN_139206" "FLJ10803" NA
"ILMN_139213" "ZNF253" "56242"
"ILMN_139214" "MLLT1" "4298"
"ILMN_139215" "EIF3S6" NA
"ILMN_139219" "KIRREL3" "84623"
"ILMN_139221" "DUSP7" "1849"
"ILMN_139222" "GSN" "2934"
"ILMN_139223" "GP1BB" "2812"
"ILMN_139227" "BRCA2" "675"
"ILMN_139228" "NUP85" "79902"
"ILMN_139232" "CHRNA7" "1139"
"ILMN_139236" "KIAA1984" NA
"ILMN_139237" "MGAT4A" "11320"
"ILMN_139240" "SNX6" "58533"
"ILMN_139242" "PRKY" "5616"
"ILMN_139243" "NCR1" "9437"
"ILMN_139249" "ATP6V1C2" "245973"
"ILMN_13925" "NHN1" NA
"ILMN_139250" "CDCA7" "83879"
"ILMN_139251" "SH3BP1" "23616"
"ILMN_139253" "MLC1SA" NA
"ILMN_139255" "KCNIP4" "80333"
"ILMN_139261" "ARMCX4" "100131755"
"ILMN_139262" "GNG10" "2790"
"ILMN_139263" "KCNIP4" "80333"
"ILMN_139265" "KCNC4" "3749"
"ILMN_139268" "SLC24A5" "283652"
"ILMN_139270" "PGAM4" "441531"
"ILMN_139271" "PPARD" "5467"
"ILMN_139272" "PSRC2" NA
"ILMN_139279" "SPRR2G" "6706"
"ILMN_139280" "MAFK" "7975"
"ILMN_139288" "EVX1" "2128"
"ILMN_139289" "DDX58" "23586"
"ILMN_139290" "GPR81" NA
"ILMN_139291" "DPP8" "54878"
"ILMN_139292" "EIF3S3" NA
"ILMN_139293" "CD151" "977"
"ILMN_1393" "IL7" "3574"
"ILMN_13930" "AP1GBP1" NA
"ILMN_139300" "TTC12" "54970"
"ILMN_139301" "FLJ20152" NA
"ILMN_139302" "MGC33887" NA
"ILMN_139315" "SEC8L1" NA
"ILMN_139316" "IHPK3" NA
"ILMN_139321" "CCNL2" "81669"
"ILMN_139327" "FAM78B" "149297"
"ILMN_139328" "FLJ10996" NA
"ILMN_13933" "PIGR" "5284"
"ILMN_139335" "TRPS1" "7227"
"ILMN_139337" "RPL26" "6154"
"ILMN_139346" "RPL38" "6169"
"ILMN_139347" "EIF2B4" "8890"
"ILMN_13935" "SLC25A22" "79751"
"ILMN_139354" "eIF2A" NA
"ILMN_139359" "FLJ44290" NA
"ILMN_13936" "GBP2" "2634"
"ILMN_139361" "EIF2B4" "8890"
"ILMN_139372" "RPL36" "25873"
"ILMN_139373" "ATP6V0D1" "9114"
"ILMN_139374" "PLA2G4D" "283748"
"ILMN_139375" "VAMP4" "8674"
"ILMN_139376" "RAI16" NA
"ILMN_139377" "SLC4A8" "9498"
"ILMN_139381" "TMEM19" "55266"
"ILMN_139382" "PTPN5" "84867"
"ILMN_139385" "SUSD4" "55061"
"ILMN_139391" "PRPF4B" "8899"
"ILMN_139392" "ZNF491" "126069"
"ILMN_139393" "MAPK4" "5596"
"ILMN_139394" "TMEM57" "55219"
"ILMN_139395" "FLJ46072" NA
"ILMN_1394" "MAN1A1" "4121"
"ILMN_139401" "ARIH2" "10425"
"ILMN_139402" "LRCH4" "4034"
"ILMN_139403" "H1F0" "3005"
"ILMN_139404" "DIP13B" NA
"ILMN_139408" "FLJ39660" NA
"ILMN_139409" "DRD1" "1812"
"ILMN_13941" "ZMAT5" "55954"
"ILMN_13945" "TBX15" "6913"
"ILMN_13947" "OR1J1" "347168"
"ILMN_13949" "OR13C3" "138803"
"ILMN_1395" "PTPRR" "5801"
"ILMN_13950" "FLJ20366" NA
"ILMN_13951" "TUBAL3" "79861"
"ILMN_13953" "MLR2" NA
"ILMN_13954" "ZNF311" "282890"
"ILMN_13955" "NFE2L1" "4779"
"ILMN_13956" "MRPL46" "26589"
"ILMN_13957" "ATP5C1" "509"
"ILMN_13959" "N-PAC" NA
"ILMN_1396" "IMPA1" "3612"
"ILMN_13960" "CCT4" "10575"
"ILMN_13961" "IQGAP2" "10788"
"ILMN_13962" "CAT" "847"
"ILMN_13964" "BICD1" "636"
"ILMN_13965" "FLJ14397" NA
"ILMN_13967" "PSMD11" "5717"
"ILMN_13968" "C1RL" "51279"
"ILMN_13969" "PCOLCE" "5118"
"ILMN_1397" "DDX11" "1663"
"ILMN_13970" "RASGRP1" "10125"
"ILMN_13971" "PTPN2" "5771"
"ILMN_13972" "RPH3A" "22895"
"ILMN_13973" "LPIN2" "9663"
"ILMN_13975" "NCK1" "4690"
"ILMN_13979" "C8orf70" NA
"ILMN_1398" "MFI2" NA
"ILMN_13980" "KCNH6" "81033"
"ILMN_13981" "IFNA4" "3441"
"ILMN_13984" "IFNA1" "3439"
"ILMN_13986" "CTF1" "1489"
"ILMN_13987" "RPS6KA5" "9252"
"ILMN_13988" "TRIAP1" "51499"
"ILMN_13989" "MAPK8IP3" "23162"
"ILMN_1399" "MMP20" "9313"
"ILMN_13994" "PRKAA2" "5563"
"ILMN_13995" "SIM2" "6493"
"ILMN_13996" "MAPKAP1" "79109"
"ILMN_13997" "PITX2" "5308"
"ILMN_13998" "AMPD3" "272"
"ILMN_13999" "PIR" "8544"
"ILMN_1400" "FAH" "2184"
"ILMN_14000" "SRGAP3" "9901"
